PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,FamilySize,Age_z,Fare_z,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,IsAlone_No,IsAlone_Yes
722,0,3,"Jensen, Mr. Svend Lauritz",17.0,1,0,350048,7.0542,2,-0.9494524271887489,-0.5061032953158195,0,1,0,0,1,1,0
723,0,2,"Gillespie, Mr. William Henry",34.0,0,0,12233,13.0,1,0.3562615680217829,-0.38645367226008004,0,1,0,0,1,0,1
724,0,2,"Hodges, Mr. Henry Price",50.0,0,0,250643,13.0,1,1.5851688576316951,-0.38645367226008004,0,1,0,0,1,0,1
725,1,1,"Chambers, Mr. Norman Campbell",27.0,1,0,113806,53.1,2,-0.18138537118255374,0.4204940697654092,0,1,0,0,1,1,0
726,0,3,"Oreskovic, Mr. Luka",20.0,0,0,315094,8.6625,1,-0.7190323103868904,-0.4737388550789219,0,1,0,0,1,0,1
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",30.0,3,0,31027,21.0,4,0.04903474561930482,-0.22546659155674054,1,0,0,0,1,1,0
728,1,3,"Mannion, Miss. Margareth",28.0,0,0,36866,7.7375,1,-0.10457866558193422,-0.49235298628524554,1,0,0,1,0,0,1
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",25.0,1,0,236853,26.0,2,-0.33499878238379277,-0.12484966611715337,0,1,0,0,1,1,0
730,0,3,"Ilmakangas, Miss. Pieta Sofia",25.0,1,0,STON/O2. 3101271,7.925,2,-0.33499878238379277,-0.48857985158126105,1,0,0,0,1,1,0
731,1,1,"Allen, Miss. Elisabeth Walton",29.0,0,0,24160,211.3375,1,-0.027771959981314702,3.6047682176147444,1,0,0,0,1,0,1
732,0,3,"Hassan, Mr. Houssein G N",11.0,0,0,2699,18.7875,1,-1.410292660792466,-0.26998958106375787,0,1,1,0,0,0,1
733,0,2,"Knight, Mr. Robert J",28.0,0,0,239855,0.0,1,-0.10457866558193422,-0.6480576784030068,0,1,0,0,1,0,1
734,0,2,"Berriman, Mr. William John",23.0,0,0,28425,13.0,1,-0.48861219358503183,-0.38645367226008004,0,1,0,0,1,0,1
735,0,2,"Troupiansky, Mr. Moses Aaron",23.0,0,0,233639,13.0,1,-0.48861219358503183,-0.38645367226008004,0,1,0,0,1,0,1
736,0,3,"Williams, Mr. Leslie",28.5,0,0,54636,16.1,1,-0.06617531278162446,-0.32407117848753597,0,1,0,0,1,0,1
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",48.0,1,3,W./C. 6608,34.375,5,1.431555446430456,0.043683683994155176,1,0,0,0,1,1,0
738,1,1,"Lesurer, Mr. Gustave J",35.0,0,0,PC 17755,512.3292,1,0.4330682736224024,9.661740104981664,0,1,1,0,0,0,1
739,0,3,"Ivanoff, Mr. Kanio",28.0,0,0,349201,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
740,0,3,"Nankoff, Mr. Minko",28.0,0,0,349218,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
741,1,1,"Hawksford, Mr. Walter James",28.0,0,0,16988,30.0,1,-0.10457866558193422,-0.04435612576548362,0,1,0,0,1,0,1
742,0,1,"Cavendish, Mr. Tyrell William",36.0,1,0,19877,78.85,2,0.5098749792230219,0.938671235779283,0,1,0,0,1,1,0
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",21.0,2,2,PC 17608,262.375,5,-0.6422256047862709,4.631815484039331,1,0,1,0,0,1,0
744,0,3,"McNamee, Mr. Neal",24.0,1,0,376566,16.1,2,-0.4118054879844123,-0.32407117848753597,0,1,0,0,1,1,0
745,1,3,"Stranden, Mr. Juho",31.0,0,0,STON/O 2. 3101288,7.925,1,0.12584145121992435,-0.48857985158126105,0,1,0,0,1,0,1
746,0,1,"Crosby, Capt. Edward Gifford",70.0,1,1,WE/P 5735,71.0,3,3.1213029696440855,0.7807026628391313,0,1,0,0,1,1,0
747,0,3,"Abbott, Mr. Rossmore Edward",16.0,1,1,C.A. 2673,20.25,3,-1.0262591327893684,-0.24055913037267862,0,1,0,0,1,1,0
748,1,2,"Sinkkonen, Miss. Anna",30.0,0,0,250648,13.0,1,0.04903474561930482,-0.38645367226008004,1,0,0,0,1,0,1
749,0,1,"Marvin, Mr. Daniel Warner",19.0,1,0,113773,53.1,2,-0.79583901598751,0.4204940697654092,0,1,0,0,1,1,0
750,0,3,"Connaghton, Mr. Michael",31.0,0,0,335097,7.75,1,0.12584145121992435,-0.49210144397164657,0,1,0,1,0,0,1
751,1,2,"Wells, Miss. Joan",4.0,1,1,29103,23.0,3,-1.9479395999968028,-0.18521982138090567,1,0,0,0,1,1,0
752,1,3,"Moor, Master. Meier",6.0,0,1,392096,12.475,2,-1.7943261887955637,-0.39701844943123665,0,1,0,0,1,1,0
753,0,3,"Vande Velde, Mr. Johannes Joseph",33.0,0,0,345780,9.5,1,0.27945486242116335,-0.4568855200677911,0,1,0,0,1,0,1
754,0,3,"Jonkoff, Mr. Lalio",23.0,0,0,349204,7.8958,1,-0.48861219358503183,-0.4891674544258282,0,1,0,0,1,0,1
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",48.0,1,2,220845,65.0,4,1.431555446430456,0.6599623523116267,1,0,0,0,1,1,0
756,1,2,"Hamalainen, Master. Viljo",0.67,1,1,250649,14.5,3,-2.2037059296468655,-0.35626859462820387,0,1,0,0,1,1,0
757,0,3,"Carlsson, Mr. August Sigfrid",28.0,0,0,350042,7.7958,1,-0.10457866558193422,-0.49117979293462,0,1,0,0,1,0,1
758,0,2,"Bailey, Mr. Percy Andrew",18.0,0,0,29108,11.5,1,-0.8726457215881294,-0.4166387498919562,0,1,0,0,1,0,1
759,0,3,"Theobald, Mr. Thomas Leonard",34.0,0,0,363294,8.05,1,0.3562615680217829,-0.48606442844527137,0,1,0,0,1,0,1
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",33.0,0,0,110152,86.5,1,0.27945486242116335,1.0926151317018515,1,0,0,0,1,0,1
761,0,3,"Garfirth, Mr. John",28.0,0,0,358585,14.5,1,-0.10457866558193422,-0.35626859462820387,0,1,0,0,1,0,1
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",41.0,0,0,SOTON/O2 3101272,7.125,1,0.8939085072261196,-0.504678559651595,0,1,0,0,1,0,1
763,1,3,"Barah, Mr. Hanna Assi",20.0,0,0,2663,7.2292,1,-0.7190323103868904,-0.502581702925434,0,1,1,0,0,0,1
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",36.0,1,2,113760,120.0,4,0.5098749792230219,1.7667485321470857,1,0,0,0,1,1,0
765,0,3,"Eklund, Mr. Hans Linus",16.0,0,0,347074,7.775,1,-1.0262591327893684,-0.4915983593444487,0,1,0,0,1,0,1
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",51.0,1,0,13502,77.9583,2,1.6619755632323148,0.9207272132963871,1,0,0,0,1,1,0
767,0,1,"Brewe, Dr. Arthur Jackson",28.0,0,0,112379,39.6,1,-0.10457866558193422,0.1488283710785238,0,1,1,0,0,0,1
768,0,3,"Mangan, Miss. Mary",30.5,0,0,364850,7.75,1,0.08743809841961457,-0.49210144397164657,1,0,0,1,0,0,1
769,0,3,"Moran, Mr. Daniel J",28.0,1,0,371110,24.15,2,-0.10457866558193422,-0.16207792852980066,0,1,0,1,0,1,0
770,0,3,"Gronnestad, Mr. Daniel Danielsen",32.0,0,0,8471,8.3625,1,0.20264815682054385,-0.47977587060529714,0,1,0,0,1,0,1
771,0,3,"Lievens, Mr. Rene Aime",24.0,0,0,345781,9.5,1,-0.4118054879844123,-0.4568855200677911,0,1,0,0,1,0,1
772,0,3,"Jensen, Mr. Niels Peder",48.0,0,0,350047,7.8542,1,1.431555446430456,-0.4900045872454856,0,1,0,0,1,0,1
773,0,2,"Mack, Mrs. (Mary)",57.0,0,0,S.O./P.P. 3,10.5,1,2.122815796836032,-0.43676213497987365,1,0,0,0,1,0,1
774,0,3,"Elias, Mr. Dibo",28.0,0,0,2674,7.225,1,-0.10457866558193422,-0.5026662211428032,0,1,1,0,0,0,1
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",54.0,1,3,29105,23.0,5,1.8923956800341732,-0.18521982138090567,1,0,0,0,1,1,0
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18.0,0,0,347078,7.75,1,-0.8726457215881294,-0.49210144397164657,0,1,0,0,1,0,1
777,0,3,"Tobin, Mr. Roger",28.0,0,0,383121,7.75,1,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,0,1
778,1,3,"Emanuel, Miss. Virginia Ethel",5.0,0,0,364516,12.475,1,-1.8711328943961831,-0.39701844943123665,1,0,0,0,1,0,1
779,0,3,"Kilgannon, Mr. Thomas J",28.0,0,0,36865,7.7375,1,-0.10457866558193422,-0.49235298628524554,0,1,0,1,0,0,1
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43.0,0,1,24160,211.3375,2,1.0475219184273585,3.6047682176147444,1,0,0,0,1,1,0
781,1,3,"Ayoub, Miss. Banoura",13.0,0,0,2687,7.2292,1,-1.2566792495912271,-0.502581702925434,1,0,1,0,0,0,1
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17.0,1,0,17474,57.0,2,-0.9494524271887489,0.4989752716082872,1,0,0,0,1,1,0
783,0,1,"Long, Mr. Milton Clyde",29.0,0,0,113501,30.0,1,-0.027771959981314702,-0.04435612576548362,0,1,0,0,1,0,1
784,0,3,"Johnston, Mr. Andrew G",28.0,1,2,W./C. 6607,23.45,4,-0.10457866558193422,-0.17616429809134285,0,1,0,0,1,1,0
785,0,3,"Ali, Mr. William",25.0,0,0,SOTON/O.Q. 3101312,7.05,1,-0.33499878238379277,-0.5061878135331888,0,1,0,0,1,0,1
786,0,3,"Harmer, Mr. Abraham (David Lishin)",25.0,0,0,374887,7.25,1,-0.33499878238379277,-0.5021631365156053,0,1,0,0,1,0,1
787,1,3,"Sjoblom, Miss. Anna Sofia",18.0,0,0,3101265,7.4958,1,-0.8726457215881294,-0.4972168084609952,1,0,0,0,1,0,1
788,0,3,"Rice, Master. George Hugh",8.0,4,1,382652,29.125,6,-1.6407127775943247,-0.061964087717411374,0,1,0,1,0,1,0
789,1,3,"Dean, Master. Bertram Vere",1.0,1,2,C.A. 2315,20.575,4,-2.1783597167986612,-0.23401903021910547,0,1,0,0,1,1,0
790,0,1,"Guggenheim, Mr. Benjamin",46.0,0,0,PC 17593,79.2,1,1.2779420352292172,0.9457144205600544,0,1,1,0,0,0,1
791,0,3,"Keane, Mr. Andrew ""Andy""",28.0,0,0,12460,7.75,1,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,0,1
792,0,2,"Gaskell, Mr. Alfred",16.0,0,0,239865,26.0,1,-1.0262591327893684,-0.12484966611715337,0,1,0,0,1,0,1
793,0,3,"Sage, Miss. Stella Anna",28.0,8,2,CA. 2343,69.55,11,-0.10457866558193422,0.751523754461651,1,0,0,0,1,1,0
794,0,1,"Hoyt, Mr. William Fisher",28.0,0,0,PC 17600,30.6958,1,-0.10457866558193422,-0.03035427442131069,0,1,1,0,0,0,1
795,0,3,"Dantcheff, Mr. Ristiu",25.0,0,0,349203,7.8958,1,-0.33499878238379277,-0.4891674544258282,0,1,0,0,1,0,1
796,0,2,"Otter, Mr. Richard",39.0,0,0,28213,13.0,1,0.7402950960248805,-0.38645367226008004,0,1,0,0,1,0,1
797,1,1,"Leader, Dr. Alice (Farnham)",49.0,0,0,17465,25.9292,1,1.5083621520310757,-0.1262744017813779,1,0,0,0,1,0,1
798,1,3,"Osman, Mrs. Mara",31.0,0,0,349244,8.6833,1,0.12584145121992435,-0.47332028866909326,1,0,0,0,1,0,1
799,0,3,"Ibrahim Shawah, Mr. Yousseff",30.0,0,0,2685,7.2292,1,0.04903474561930482,-0.502581702925434,0,1,1,0,0,0,1
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30.0,1,1,345773,24.15,3,0.04903474561930482,-0.16207792852980066,1,0,0,0,1,1,0
801,0,2,"Ponesell, Mr. Martin",34.0,0,0,250647,13.0,1,0.3562615680217829,-0.38645367226008004,0,1,0,0,1,0,1
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31.0,1,1,C.A. 31921,26.25,3,0.12584145121992435,-0.11981881984517401,1,0,0,0,1,1,0
803,1,1,"Carter, Master. William Thornton II",11.0,1,2,113760,120.0,4,-1.410292660792466,1.7667485321470857,0,1,0,0,1,1,0
804,1,3,"Thomas, Master. Assad Alexander",0.42,0,1,2625,8.5167,2,-2.2229076060470203,-0.4766728446247403,0,1,1,0,0,1,0
805,1,3,"Hedman, Mr. Oskar Arvid",27.0,0,0,347089,6.975,1,-0.18138537118255374,-0.5076970674147826,0,1,0,0,1,0,1
806,0,3,"Johansson, Mr. Karl Johan",31.0,0,0,347063,7.775,1,0.12584145121992435,-0.4915983593444487,0,1,0,0,1,0,1
807,0,1,"Andrews, Mr. Thomas Jr",39.0,0,0,112050,0.0,1,0.7402950960248805,-0.6480576784030068,0,1,0,0,1,0,1
808,0,3,"Pettersson, Miss. Ellen Natalia",18.0,0,0,347087,7.775,1,-0.8726457215881294,-0.4915983593444487,1,0,0,0,1,0,1
809,0,2,"Meyer, Mr. August",39.0,0,0,248723,13.0,1,0.7402950960248805,-0.38645367226008004,0,1,0,0,1,0,1
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33.0,1,0,113806,53.1,2,0.27945486242116335,0.4204940697654092,1,0,0,0,1,1,0
811,0,3,"Alexander, Mr. William",26.0,0,0,3474,7.8875,1,-0.25819207678317324,-0.48933447852205797,0,1,0,0,1,0,1
812,0,3,"Lester, Mr. James",39.0,0,0,A/4 48871,24.15,1,0.7402950960248805,-0.16207792852980066,0,1,0,0,1,0,1
813,0,2,"Slemen, Mr. Richard James",35.0,0,0,28206,10.5,1,0.4330682736224024,-0.43676213497987365,0,1,0,0,1,0,1
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",6.0,4,2,347082,31.275,7,-1.7943261887955637,-0.01869880977838891,1,0,0,0,1,1,0
815,0,3,"Tomlin, Mr. Ernest Portage",30.5,0,0,364499,8.05,1,0.08743809841961457,-0.48606442844527137,0,1,0,0,1,0,1
816,0,1,"Fry, Mr. Richard",28.0,0,0,112058,0.0,1,-0.10457866558193422,-0.6480576784030068,0,1,0,0,1,0,1
817,0,3,"Heininen, Miss. Wendla Maria",23.0,0,0,STON/O2. 3101290,7.925,1,-0.48861219358503183,-0.48857985158126105,1,0,0,0,1,0,1
818,0,2,"Mallet, Mr. Albert",31.0,1,1,S.C./PARIS 2079,37.0042,3,0.12584145121992435,0.09659208806730764,0,1,1,0,0,1,0
819,0,3,"Holm, Mr. John Fredrik Alexander",43.0,0,0,C 7075,6.45,1,1.0475219184273585,-0.5182618445859393,0,1,0,0,1,0,1
820,0,3,"Skoog, Master. Karl Thorsten",10.0,3,2,347088,27.9,6,-1.4870993663930856,-0.08661523445011025,0,1,0,0,1,1,0
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52.0,1,1,12749,93.5,3,1.7387822688329342,1.2334788273172737,1,0,0,0,1,1,0
822,1,3,"Lulic, Mr. Nikola",27.0,0,0,315098,8.6625,1,-0.18138537118255374,-0.4737388550789219,0,1,0,0,1,0,1
823,0,1,"Reuchlin, Jonkheer. John George",38.0,0,0,19972,0.0,1,0.663488390424261,-0.6480576784030068,0,1,0,0,1,0,1
824,1,3,"Moor, Mrs. (Beila)",27.0,0,1,392096,12.475,2,-0.18138537118255374,-0.39701844943123665,1,0,0,0,1,1,0
825,0,3,"Panula, Master. Urho Abraham",2.0,4,1,3101295,39.6875,6,-2.1015530111980416,0.15058916727371655,0,1,0,0,1,1,0
826,0,3,"Flynn, Mr. John",28.0,0,0,368323,6.95,1,-0.10457866558193422,-0.5082001520419805,0,1,0,1,0,0,1
827,0,3,"Lam, Mr. Len",28.0,0,0,1601,56.4958,1,-0.10457866558193422,0.48882906084695926,0,1,0,0,1,0,1
828,1,2,"Mallet, Master. Andre",1.0,0,2,S.C./PARIS 2079,37.0042,3,-2.1783597167986612,0.09659208806730764,0,1,1,0,0,1,0
829,1,3,"McCormack, Mr. Thomas Joseph",28.0,0,0,367228,7.75,1,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,0,1
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",62.0,0,0,113572,80.0,1,2.5068493248391293,0.9618131286303883,1,0,0,0,1,0,1
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",15.0,1,0,2659,14.4542,2,-1.103065838389988,-0.3571902456652305,1,0,1,0,0,1,0
832,1,2,"Richards, Master. George Sibley",0.83,1,1,29106,18.75,3,-2.1914168567507666,-0.2707442080045548,0,1,0,0,1,1,0
833,0,3,"Saad, Mr. Amin",28.0,0,0,2671,7.2292,1,-0.10457866558193422,-0.502581702925434,0,1,1,0,0,0,1
834,0,3,"Augustsson, Mr. Albert",23.0,0,0,347468,7.8542,1,-0.48861219358503183,-0.4900045872454856,0,1,0,0,1,0,1
835,0,3,"Allum, Mr. Owen George",18.0,0,0,2223,8.3,1,-0.8726457215881294,-0.481033582173292,0,1,0,0,1,0,1
836,1,1,"Compton, Miss. Sara Rebecca",39.0,1,1,PC 17756,83.1583,3,0.7402950960248805,1.0253688157535579,1,0,1,0,0,1,0
837,0,3,"Pasic, Mr. Jakob",21.0,0,0,315097,8.6625,1,-0.6422256047862709,-0.4737388550789219,0,1,0,0,1,0,1
838,0,3,"Sirota, Mr. Maurice",28.0,0,0,392092,8.05,1,-0.10457866558193422,-0.48606442844527137,0,1,0,0,1,0,1
839,1,3,"Chip, Mr. Chang",32.0,0,0,1601,56.4958,1,0.20264815682054385,0.48882906084695926,0,1,0,0,1,0,1
840,1,1,"Marechal, Mr. Pierre",28.0,0,0,11774,29.7,1,-0.10457866558193422,-0.05039314129185886,0,1,1,0,0,0,1
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",20.0,0,0,SOTON/O2 3101287,7.925,1,-0.7190323103868904,-0.48857985158126105,0,1,0,0,1,0,1
842,0,2,"Mudd, Mr. Thomas Charles",16.0,0,0,S.O./P.P. 3,10.5,1,-1.0262591327893684,-0.43676213497987365,0,1,0,0,1,0,1
843,1,1,"Serepeca, Miss. Augusta",30.0,0,0,113798,31.0,1,0.04903474561930482,-0.024232740677566176,1,0,1,0,0,0,1
844,0,3,"Lemberopolous, Mr. Peter L",34.5,0,0,2683,6.4375,1,0.39466492082209265,-0.5185133868995382,0,1,1,0,0,0,1
845,0,3,"Culumovic, Mr. Jeso",17.0,0,0,315090,8.6625,1,-0.9494524271887489,-0.4737388550789219,0,1,0,0,1,0,1
846,0,3,"Abbing, Mr. Anthony",42.0,0,0,C.A. 5547,7.55,1,0.970715212826739,-0.4961261209892301,0,1,0,0,1,0,1
847,0,3,"Sage, Mr. Douglas Bullen",28.0,8,2,CA. 2343,69.55,11,-0.10457866558193422,0.751523754461651,0,1,0,0,1,1,0
848,0,3,"Markoff, Mr. Marin",35.0,0,0,349213,7.8958,1,0.4330682736224024,-0.4891674544258282,0,1,1,0,0,0,1
849,0,2,"Harper, Rev. John",28.0,0,1,248727,33.0,2,-0.10457866558193422,0.016014029498268696,0,1,0,0,1,1,0
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",28.0,1,0,17453,89.1042,2,-0.10457866558193422,1.1450204511478064,1,0,1,0,0,1,0
851,0,3,"Andersson, Master. Sigvard Harald Elias",4.0,4,2,347082,31.275,7,-1.9479395999968028,-0.01869880977838891,0,1,0,0,1,1,0
852,0,3,"Svensson, Mr. Johan",74.0,0,0,347060,7.775,1,3.4285297920465636,-0.4915983593444487,0,1,0,0,1,0,1
853,0,3,"Boulos, Miss. Nourelain",9.0,1,1,2678,15.2458,3,-1.563906071993705,-0.34126057402963506,1,0,1,0,0,1,0
854,1,1,"Lines, Miss. Mary Conover",16.0,0,1,PC 17592,39.4,2,-1.0262591327893684,0.14480369406094026,1,0,0,0,1,1,0
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44.0,1,0,244252,26.0,2,1.1243286240279782,-0.12484966611715337,1,0,0,0,1,1,0
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",18.0,0,1,392091,9.35,2,-0.8726457215881294,-0.45990402783097867,1,0,0,0,1,1,0
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",45.0,1,1,36928,164.8667,3,1.2011353296285976,2.669618413871151,1,0,0,0,1,1,0
858,1,1,"Daly, Mr. Peter Denis ",51.0,0,0,113055,26.55,1,1.6619755632323148,-0.11378180431879875,0,1,0,0,1,0,1
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",24.0,0,3,2666,19.2583,4,-0.4118054879844123,-0.26051549136436636,1,0,1,0,0,1,0
860,0,3,"Razi, Mr. Raihed",28.0,0,0,2629,7.2292,1,-0.10457866558193422,-0.502581702925434,0,1,1,0,0,0,1
861,0,3,"Hansen, Mr. Claus Peter",41.0,2,0,350026,14.1083,3,0.8939085072261196,-0.36415092456714115,0,1,0,0,1,1,0
862,0,2,"Giles, Mr. Frederick Edward",21.0,1,0,28134,11.5,2,-0.6422256047862709,-0.4166387498919562,0,1,0,0,1,1,0
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48.0,0,0,17466,25.9292,1,1.431555446430456,-0.1262744017813779,1,0,0,0,1,0,1
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",28.0,8,2,CA. 2343,69.55,11,-0.10457866558193422,0.751523754461651,1,0,0,0,1,1,0
865,0,2,"Gill, Mr. John William",24.0,0,0,233866,13.0,1,-0.4118054879844123,-0.38645367226008004,0,1,0,0,1,0,1
866,1,2,"Bystrom, Mrs. (Karolina)",42.0,0,0,236852,13.0,1,0.970715212826739,-0.38645367226008004,1,0,0,0,1,0,1
867,1,2,"Duran y More, Miss. Asuncion",27.0,1,0,SC/PARIS 2149,13.8583,2,-0.18138537118255374,-0.3691817708391205,1,0,1,0,0,1,0
868,0,1,"Roebling, Mr. Washington Augustus II",31.0,0,0,PC 17590,50.4958,1,0.12584145121992435,0.36808875031945465,0,1,0,0,1,0,1
869,0,3,"van Melkebeke, Mr. Philemon",28.0,0,0,345777,9.5,1,-0.10457866558193422,-0.4568855200677911,0,1,0,0,1,0,1
870,1,3,"Johnson, Master. Harold Theodor",4.0,1,1,347742,11.1333,3,-1.9479395999968028,-0.42401799520369554,0,1,0,0,1,1,0
871,0,3,"Balkic, Mr. Cerin",26.0,0,0,349248,7.8958,1,-0.25819207678317324,-0.4891674544258282,0,1,0,0,1,0,1
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",47.0,1,1,11751,52.5542,3,1.3547487408298367,0.40951072618442386,1,0,0,0,1,1,0
873,0,1,"Carlsson, Mr. Frans Olof",33.0,0,0,695,5.0,1,0.27945486242116335,-0.5474407529634195,0,1,0,0,1,0,1
874,0,3,"Vander Cruyssen, Mr. Victor",47.0,0,0,345765,9.0,1,1.3547487408298367,-0.4669472126117498,0,1,0,0,1,0,1
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",28.0,1,0,P/PP 3381,24.0,2,-0.10457866558193422,-0.16509643629298823,1,0,1,0,0,1,0
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",15.0,0,0,2667,7.225,1,-1.103065838389988,-0.5026662211428032,1,0,1,0,0,0,1
877,0,3,"Gustafsson, Mr. Alfred Ossian",20.0,0,0,7534,9.8458,1,-0.7190323103868904,-0.4499268535043892,0,1,0,0,1,0,1
878,0,3,"Petroff, Mr. Nedelio",19.0,0,0,349212,7.8958,1,-0.79583901598751,-0.4891674544258282,0,1,0,0,1,0,1
879,0,3,"Laleff, Mr. Kristo",28.0,0,0,349217,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56.0,0,1,11767,83.1583,2,2.0460090912354123,1.0253688157535579,1,0,1,0,0,1,0
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",25.0,0,1,230433,26.0,2,-0.33499878238379277,-0.12484966611715337,1,0,0,0,1,1,0
882,0,3,"Markun, Mr. Johann",33.0,0,0,349257,7.8958,1,0.27945486242116335,-0.4891674544258282,0,1,0,0,1,0,1
883,0,3,"Dahlberg, Miss. Gerda Ulrika",22.0,0,0,7552,10.5167,1,-0.5654188991856514,-0.4364260744489054,1,0,0,0,1,0,1
884,0,2,"Banfield, Mr. Frederick James",28.0,0,0,C.A./SOTON 34068,10.5,1,-0.10457866558193422,-0.43676213497987365,0,1,0,0,1,0,1
885,0,3,"Sutehall, Mr. Henry Jr",25.0,0,0,SOTON/OQ 392076,7.05,1,-0.33499878238379277,-0.5061878135331888,0,1,0,0,1,0,1
886,0,3,"Rice, Mrs. William (Margaret Norton)",39.0,0,5,382652,29.125,6,0.7402950960248805,-0.061964087717411374,1,0,0,1,0,1,0
887,0,2,"Montvila, Rev. Juozas",27.0,0,0,211536,13.0,1,-0.18138537118255374,-0.38645367226008004,0,1,0,0,1,0,1
888,1,1,"Graham, Miss. Margaret Edith",19.0,0,0,112053,30.0,1,-0.79583901598751,-0.04435612576548362,1,0,0,0,1,0,1
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",28.0,1,2,W./C. 6607,23.45,4,-0.10457866558193422,-0.17616429809134285,1,0,0,0,1,1,0
890,1,1,"Behr, Mr. Karl Howell",26.0,0,0,111369,30.0,1,-0.25819207678317324,-0.04435612576548362,0,1,1,0,0,0,1
891,0,3,"Dooley, Mr. Patrick",32.0,0,0,370376,7.75,1,0.20264815682054385,-0.49210144397164657,0,1,0,1,0,0,1
